variable,variable_label,value,value_label
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",7,"government regulation-too much, overregulation, politicians, environmentalists"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",8,"immigration, immigrants"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",9,"jobs, economy, budget, taxes"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",10,Keystone XL Pipeline
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",11,"landfills, garbage, sewage, waste, recycling"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",12,"loss of farmlands, agriculture"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",13,"loss of forests, forest fires, wildfires"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",14,loss of open space
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",15,"loss of parks, recreation"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",16,"oil drilling, offshore oil drilling, oil production"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",17,pollution in general
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",18,"population growth, overpopulation"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",19,"protecting wildlife, endangered species"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",20,"toxic waste, contamination from toxic waste"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",21,"traffic congestion, transportation, transit"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",22,"urban sprawl, too much development"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",23,"water pollution of ocean, rivers, lakes, streams, beach pollution"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",24,"water supply, drought, reservoirs"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",25,"coronavirus, COVID-19"
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",26,Electric vehicles
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",27,Homelessness
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",97,other (specify)
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",98,(vol) don't know
q4,"Q4. Next, what do you think is the most important environmental issue facing California today?",99,(vol) refuse
q5,"Q5. Which of these statements comes closer to your view, even if neither is exactly right?",1,Stricter environmental laws and regulations in California cost too many jobs and hurt the economy
q5,"Q5. Which of these statements comes closer to your view, even if neither is exactly right?",2,Stricter environmental laws and regulations in California are worth the cost
q5,"Q5. Which of these statements comes closer to your view, even if neither is exactly right?",8,Don't know
q5,"Q5. Which of these statements comes closer to your view, even if neither is exactly right?",9,Prefer not to answer
q6,Q6. With which one of these statements about the environment and the economy do you most agree?,1,"Protection of the environment should be given priority, even at the risk of curbing economic growth"
q6,Q6. With which one of these statements about the environment and the economy do you most agree?,2,"Economic growth should be given priority, even if the environment suffers to some extent"
q6,Q6. With which one of these statements about the environment and the economy do you most agree?,8,Don't know
q6,Q6. With which one of these statements about the environment and the economy do you most agree?,9,Prefer not to answer
q7,"Q7. Would you say that the supply of water is a big problem, somewhat of a problem, or not much of a problem in your part of California?",1,Big problem
q7,"Q7. Would you say that the supply of water is a big problem, somewhat of a problem, or not much of a problem in your part of California?",2,Somewhat of a problem
q7,"Q7. Would you say that the supply of water is a big problem, somewhat of a problem, or not much of a problem in your part of California?",3,Not much of a problem
q7,"Q7. Would you say that the supply of water is a big problem, somewhat of a problem, or not much of a problem in your part of California?",8,Don’t know
q7,"Q7. Would you say that the supply of water is a big problem, somewhat of a problem, or not much of a problem in your part of California?",9,Prefer not to answer
q8,"Q8. Do you think that pollution of drinking water is a more serious health threat in lower-income areas than other areas in your part of California, or not?",1,Yes
q8,"Q8. Do you think that pollution of drinking water is a more serious health threat in lower-income areas than other areas in your part of California, or not?",2,No
q8,"Q8. Do you think that pollution of drinking water is a more serious health threat in lower-income areas than other areas in your part of California, or not?",8,Don’t know
q8,"Q8. Do you think that pollution of drinking water is a more serious health threat in lower-income areas than other areas in your part of California, or not?",9,Prefer not to answer
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,1,Very serious
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,2,Somewhat serious
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,3,Not too serious
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,4,Not at all serious
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,8,Don’t know
q9,Q9. How serious a health threat is pollution of drinking water in your part of California to you and your immediate family?,9,Prefer not to answer
q10,"Q10.In order for everyone in your local area to have access to clean water, would you be willing or not willing to pay a little more on your water bill?",1,Yes
q10,"Q10.In order for everyone in your local area to have access to clean water, would you be willing or not willing to pay a little more on your water bill?",2,No
q10,"Q10.In order for everyone in your local area to have access to clean water, would you be willing or not willing to pay a little more on your water bill?",8,Don't know
q10,"Q10.In order for everyone in your local area to have access to clean water, would you be willing or not willing to pay a little more on your water bill?",9,Prefer not to answer
q11,"Q11. Next, would you say that air pollution is a big problem, somewhat of a problem, or not much of a problem in your part of California?",1,Big problem
q11,"Q11. Next, would you say that air pollution is a big problem, somewhat of a problem, or not much of a problem in your part of California?",2,Somewhat of a problem
q11,"Q11. Next, would you say that air pollution is a big problem, somewhat of a problem, or not much of a problem in your part of California?",3,Not much of a problem
q11,"Q11. Next, would you say that air pollution is a big problem, somewhat of a problem, or not much of a problem in your part of California?",8,Don’t know
q11,"Q11. Next, would you say that air pollution is a big problem, somewhat of a problem, or not much of a problem in your part of California?",9,Prefer not to answer
q12,"Q12. Do you think that air pollution is a more serious health threat in lower-income areas than other areas in your part of California, or not?",1,Yes
q12,"Q12. Do you think that air pollution is a more serious health threat in lower-income areas than other areas in your part of California, or not?",2,No
q12,"Q12. Do you think that air pollution is a more serious health threat in lower-income areas than other areas in your part of California, or not?",8,Don’t know
q12,"Q12. Do you think that air pollution is a more serious health threat in lower-income areas than other areas in your part of California, or not?",9,Prefer not to answer
q13,"Q13.In the past two years, have you personally been affected by an extreme weather event where you live, or not?",1,Yes
q13,"Q13.In the past two years, have you personally been affected by an extreme weather event where you live, or not?",2,No
q13,"Q13.In the past two years, have you personally been affected by an extreme weather event where you live, or not?",8,Don’t know
q13,"Q13.In the past two years, have you personally been affected by an extreme weather event where you live, or not?",9,Prefer not to answer
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,1,A great deal
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,2,Only some
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,3,Hardly any
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,4,none
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,8,don’t know
q14,Q14. How much confidence do you have in the government in terms of its readiness to respond to extreme weather events in your part of California?,9,prefer not to answer
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",1,"I am NOT prepared, and I do not intend to prepare in the next year"
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",2,"I am NOT prepared, but I intend to start preparing in the next year"
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",3,"I am NOT prepared, but I intend to get prepared in the next six months"
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",4,I have been prepared for less than a year
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",5,I have been prepared for more than a year
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",8,Don't know
q15,"Q15. Thinking about preparing yourself for a disaster, which of the following best represents your degree of preparedness?",9,Prefer not to answer
q16,"Q16. Next, how much of a problem is the threat of wildfires in your part of California? Is it a big problem, somewhat of a problem, or not much of a problem?",1,Big problem
q16,"Q16. Next, how much of a problem is the threat of wildfires in your part of California? Is it a big problem, somewhat of a problem, or not much of a problem?",2,Somewhat of a problem
q16,"Q16. Next, how much of a problem is the threat of wildfires in your part of California? Is it a big problem, somewhat of a problem, or not much of a problem?",3,Not much of a problem
q16,"Q16. Next, how much of a problem is the threat of wildfires in your part of California? Is it a big problem, somewhat of a problem, or not much of a problem?",8,Don’t know
q16,"Q16. Next, how much of a problem is the threat of wildfires in your part of California? Is it a big problem, somewhat of a problem, or not much of a problem?",9,Prefer not to answer
q17,Q17. How serious is the threat of wildfires in your part of California to your personal and economic wellbeing?,1,Very serious
q17,Q17. How serious is the threat of wildfires in your part of California to your personal and economic wellbeing?,2,Somewhat serious
q17,Q17. How serious is the threat of wildfires in your part of California to your personal and economic wellbeing?,3,Not too serious
q17,Q17. How serious is the threat of wildfires in your part of California to your personal and economic wellbeing?,8,Don’t know
q17,Q17. How serious is the threat of wildfires in your part of California to your personal and economic wellbeing?,9,Prefer not to answer
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,1,A great deal
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,2,Only some
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,3,Hardly any
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,4,None
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,8,Don’t know
q18,Q18. How much confidence do you have in the government in terms of its readiness to respond to wildfires in your part of California?,9,Prefer not to answer
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",1,They have already begun to happen
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",2,They will start happening within a few years
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",3,They will start happening within your lifetime
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",4,"They will not happen within your lifetime, but they will affect future generations"
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",5,They will never happen
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",8,Don’t know
q19,"Q19. On another topic, which of the following statements reflects your view of when the effects of climate change will begin to happen?",9,Prefer not to answer
q20,"Q20. Compared to other issues, would you say addressing global climate change is…?",1,A top concern to me personally
q20,"Q20. Compared to other issues, would you say addressing global climate change is…?",2,One of several important concerns to me
q20,"Q20. Compared to other issues, would you say addressing global climate change is…?",3,Not an important concern to me
q20,"Q20. Compared to other issues, would you say addressing global climate change is…?",8,Don’t know
q20,"Q20. Compared to other issues, would you say addressing global climate change is…?",9,Prefer not to answer
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,1,Very serious
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,2,Somewhat serious
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,3,Not too serious
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,4,Not at all serious
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,8,Don’t know
q21,Q21. How serious of a threat is climate change to the economy and quality of life for California’s future?,9,Prefer not to answer
q22,Q22. How worried are you about global climate change?,1,A great deal
q22,Q22. How worried are you about global climate change?,2,A fair amount
q22,Q22. How worried are you about global climate change?,3,Only a little
q22,Q22. How worried are you about global climate change?,4,Not at all
q22,Q22. How worried are you about global climate change?,8,Don’t know
q22,Q22. How worried are you about global climate change?,9,Prefer not to answer
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",1,A great deal
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",2,Only some
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",3,Hardly any
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",4,Not at all
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",8,Don't know
q23,"Q23. How much, if at all, do you think global climate change is currently affecting your local community?",9,Prefer not to answer
q24,"Q24. Have you ever considered moving to a different home to avoid the impacts of global warming, such as sea-level rise, flooding, heat waves, or wildfires?",1,Yes
q24,"Q24. Have you ever considered moving to a different home to avoid the impacts of global warming, such as sea-level rise, flooding, heat waves, or wildfires?",2,No
q24,"Q24. Have you ever considered moving to a different home to avoid the impacts of global warming, such as sea-level rise, flooding, heat waves, or wildfires?",8,Don't know
q24,"Q24. Have you ever considered moving to a different home to avoid the impacts of global warming, such as sea-level rise, flooding, heat waves, or wildfires?",9,Prefer not to answer
q25,Q25. Which of the following two statements comes closer to your views — even if neither is exactly right?,1,The state government should ease current land use and environmental restrictions to increase the supply of housing
q25,Q25. Which of the following two statements comes closer to your views — even if neither is exactly right?,2,"The state government should maintain current land use and environmental restrictions, even if it increases the cost of new housing"
q25,Q25. Which of the following two statements comes closer to your views — even if neither is exactly right?,8,Don't know
q25,Q25. Which of the following two statements comes closer to your views — even if neither is exactly right?,9,Prefer not to answer
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",1,A great deal
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",2,A fair amount
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",3,Only a little
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",4,Not at all
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",8,Don't know
q26,"Q26. As you may know, the state government has passed several laws over the last year aimed at building affordable housing. How much should climate adaptation to extreme weather, such as flooding, heatwaves and wildfires, be considered when planning where",9,Prefer not to answer
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,1,Very concerned 	
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,2,Somewhat concerned
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,3,Not too concerned
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,4,Not at all concerned
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,8,Don't know
q27,Q27. How concerned are you that home insurance will become more expensive due to climate change risks?,9,Prefer not to answer
q28,Q28. How about increased flooding? Are you...?,1,Very concerned 	
q28,Q28. How about increased flooding? Are you...?,2,Somewhat concerned
q28,Q28. How about increased flooding? Are you...?,3,Not too concerned
q28,Q28. How about increased flooding? Are you...?,4,Not at all concerned
q28,Q28. How about increased flooding? Are you...?,8,Don't know
q28,Q28. How about increased flooding? Are you...?,9,Prefer not to answer
q29,Q29. How about heat waves that are more severe? Are you…?,1,Very concerned
q29,Q29. How about heat waves that are more severe? Are you…?,2,Somewhat concerned
q29,Q29. How about heat waves that are more severe? Are you…?,3,Not too concerned
q29,Q29. How about heat waves that are more severe? Are you…?,4,Not at all concerned
q29,Q29. How about heat waves that are more severe? Are you…?,8,Don't know
q29,Q29. How about heat waves that are more severe? Are you…?,9,Prefer not to answer
q30,Q30. How about droughts that are more severe? Are you…?,1,Very concerned
q30,Q30. How about droughts that are more severe? Are you…?,2,Somewhat concerned
q30,Q30. How about droughts that are more severe? Are you…?,3,Not too concerned
q30,Q30. How about droughts that are more severe? Are you…?,4,Not at all concerned
q30,Q30. How about droughts that are more severe? Are you…?,8,Don't know
q30,Q30. How about droughts that are more severe? Are you…?,9,Prefer not to answer
q31,Q31. How about wildfires that are more severe? Are you…?,1,Very concerned
q31,Q31. How about wildfires that are more severe? Are you…?,2,Somewhat concerned
q31,Q31. How about wildfires that are more severe? Are you…?,3,Not too concerned
q31,Q31. How about wildfires that are more severe? Are you…?,4,Not at all concerned
q31,Q31. How about wildfires that are more severe? Are you…?,8,Don't know
q31,Q31. How about wildfires that are more severe? Are you…?,9,Prefer not to answer
q32,"Q32.As you may know, scientists recently reported that 2023 was the Earth's warmest year on record. Have you heard about these reports before now, or not?",1,"Yes, I have heard"
q32,"Q32.As you may know, scientists recently reported that 2023 was the Earth's warmest year on record. Have you heard about these reports before now, or not?",2,"No, I have not heard"
q32,"Q32.As you may know, scientists recently reported that 2023 was the Earth's warmest year on record. Have you heard about these reports before now, or not?",8,Don't know
q32,"Q32.As you may know, scientists recently reported that 2023 was the Earth's warmest year on record. Have you heard about these reports before now, or not?",9,Prefer not to answer
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",1,Climate mitigation/reducing greenhouse gases
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",2,Climate adaptation/adapting to a harsher climate
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",3,Both equally
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",4,Neither
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",8,don’t know
q33,"Q33. When it comes to climate policies, which do you think is more important to address: [ROTATE] [1] climate change mitigation, meaning policies focused on reducing greenhouse gas emissions OR [2] climate adaptation, meaning policies focused on adapting t",9,prefer not to answer
q34,"Q34. Next, to address climate change, do you favor or oppose the state law that requires California to reduce its greenhouse gas emissions to 40 percent below 1990 levels by the year 2030?",1,Favor
q34,"Q34. Next, to address climate change, do you favor or oppose the state law that requires California to reduce its greenhouse gas emissions to 40 percent below 1990 levels by the year 2030?",2,Oppose
q34,"Q34. Next, to address climate change, do you favor or oppose the state law that requires California to reduce its greenhouse gas emissions to 40 percent below 1990 levels by the year 2030?",8,Don't know
q34,"Q34. Next, to address climate change, do you favor or oppose the state law that requires California to reduce its greenhouse gas emissions to 40 percent below 1990 levels by the year 2030?",9,Prefer not to answer
q35,Q35. Do you favor or oppose the state law that requires 100 percent of the state’s electricity to come from renewable energy sources by the year 2045?,1,Favor
q35,Q35. Do you favor or oppose the state law that requires 100 percent of the state’s electricity to come from renewable energy sources by the year 2045?,2,Oppose
q35,Q35. Do you favor or oppose the state law that requires 100 percent of the state’s electricity to come from renewable energy sources by the year 2045?,8,Don't know
q35,Q35. Do you favor or oppose the state law that requires 100 percent of the state’s electricity to come from renewable energy sources by the year 2045?,9,Prefer not to answer
q36,Q36. How about Governor Newsom’s executive order banning the sale of all new gasoline-powered vehicles by 2035? Do you favor or oppose this proposal?,1,Favor
q36,Q36. How about Governor Newsom’s executive order banning the sale of all new gasoline-powered vehicles by 2035? Do you favor or oppose this proposal?,2,Oppose
q36,Q36. How about Governor Newsom’s executive order banning the sale of all new gasoline-powered vehicles by 2035? Do you favor or oppose this proposal?,8,Don't know
q36,Q36. How about Governor Newsom’s executive order banning the sale of all new gasoline-powered vehicles by 2035? Do you favor or oppose this proposal?,9,Prefer not to answer
q37,"Q37. How about, taxing corporations based on the amount of carbon emissions they produce? Do you favor or oppose this idea?",1,Favor
q37,"Q37. How about, taxing corporations based on the amount of carbon emissions they produce? Do you favor or oppose this idea?",2,Oppose
q37,"Q37. How about, taxing corporations based on the amount of carbon emissions they produce? Do you favor or oppose this idea?",8,Don't know
q37,"Q37. How about, taxing corporations based on the amount of carbon emissions they produce? Do you favor or oppose this idea?",9,Prefer not to answer
q38,Q38. How about providing a tax credit to encourage businesses to develop technology which captures and stores carbon emissions so they do not enter the atmosphere? Do you favor or oppose this idea?,1,Favor
q38,Q38. How about providing a tax credit to encourage businesses to develop technology which captures and stores carbon emissions so they do not enter the atmosphere? Do you favor or oppose this idea?,2,Oppose
q38,Q38. How about providing a tax credit to encourage businesses to develop technology which captures and stores carbon emissions so they do not enter the atmosphere? Do you favor or oppose this idea?,8,Don't know
q38,Q38. How about providing a tax credit to encourage businesses to develop technology which captures and stores carbon emissions so they do not enter the atmosphere? Do you favor or oppose this idea?,9,Prefer not to answer
q39,Q39. How about requiring most new buildings to be run only on electricity with no gas lines? Do you favor or oppose this idea?,1,Favor
q39,Q39. How about requiring most new buildings to be run only on electricity with no gas lines? Do you favor or oppose this idea?,2,Oppose
q39,Q39. How about requiring most new buildings to be run only on electricity with no gas lines? Do you favor or oppose this idea?,8,Don't know
q39,Q39. How about requiring most new buildings to be run only on electricity with no gas lines? Do you favor or oppose this idea?,9,Prefer not to answer
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",1,Very important
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",2,Somewhat important
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",3,Not too important
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",4,Not at all important
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",8,Don't know
q40,"Q40. How important are each of the following actions in considering the state of California’s climate adaptation strategy? Prioritizing social equity, tribal nations, and disadvantaged communities in climate adaptation planning and strategies",9,Prefer not to answer
q41,Q41. Supporting wildfire prone communities by expanding the Regional Forest and Fire Capacity Program throughout the state and increase local and regional governments’ capacity to build and maintain a pipeline of forest health and fire prevention projects,1,Very important
q41,Q41. Supporting wildfire prone communities by expanding the Regional Forest and Fire Capacity Program throughout the state and increase local and regional governments’ capacity to build and maintain a pipeline of forest health and fire prevention projects,2,Somewhat important
